GeneSymbol	OAM091ctrl	OAM093ctrl	OAM094ctrl	OAM091stim	OAM093stim	OAM094stim
ALDH3B1	5	136	20	136	151	39
ALDH3B2	6	0	8	13	4	3
ALDH4A1	7	0	7	6	0	8
ALDH5A1	2	0	17	13	8	11
ALDH6A1	5	9	25	12	10	4
ALDH7A1	6	0	31	4	4	7
ALDH8A1	0	0	0	0	4	3
ALDH9A1	0	17	0	146	139	94
ALDOA	1781	1037	2936	2615	15391	3767
ALDOB	0	0	0	0	0	0
ALDOC	6	2	0	20	200	39
ALG1	5	6	13	3	2	26
ALG10	3	0	3	5	0	0
ALG10B	3	0	0	0	0	6
ALG11	23	6	24	21	0	150
ALG12	0	0	8	6	10	0
ALG13	0	2	1	0	40	76
ALG14	2	0	0	1	0	2
ALG1L	1	1	2	0	1	8
ALG1L2	3	10	0	0	2	1
ALG1L9P	1	0	0	0	0	2
ALG2	17	0	0	40	14	4
ALG3	4	1	45	6	136	2
ALG5	0	0	0	0	0	0
ALG6	0	1	0	0	29	1
ALG8	0	0	4	0	1	1
ALG9	3	3	11	6	14	12
ALK	1	0	3	7	6	0
ALKBH1	16	2	7	5	25	8
ALKBH2	1	0	1	2	0	0
ALKBH3	0	1	1	3	0	2
ALKBH3-AS1	2	0	0	0	0	0
ALKBH4	2	19	4	5	3	8
ALKBH5	34	31	145	15	23	135
ALKBH6	5	0	4	0	5	280
ALKBH7	2	99	523	171	6	189
ALKBH8	1	0	3	1	0	1
ALLC	0	0	2	0	0	1
ALMS1	0	51	6	8	7	19
ALMS1-IT1	0	0	0	0	0	3
ALMS1P	0	2	0	0	0	0
ALOX12	1	4	3	0	0	6
ALOX12B	5	1	6	2	0	2
ALOX12P2	4	5	1	0	4	2
ALOX15	1	2	9	5	0	1
ALOX15B	0	8	10	2	1	0
ALOX15P1	0	9	5	0	0	0
ALOX5	2	0	7	3	0	0
ALOX5AP	19	18	70	315	149	20
ALOXE3	4	0	1	3	1	5
ALPI	2	2	4	3	0	5
ALPK1	3	0	6	4	0	1
ALPK2	3	0	5	1	8	2
ALPK3	254	9	16	12	5	1
ALPL	0	4	0	3	2	2
ALPP	5	8	3	0	0	3
ALPPL2	4	8	10	4	4	5
ALS2	0	1	2	5	0	1
ALS2CL	3	2	1	0	4	4
ALS2CR11	1	9	6	4	0	0
ALS2CR12	7	2	2	1	1	0
ALX1	0	0	0	0	0	6
ALX3	0	11	0	0	261	0
ALX4	3	4	3	0	3	27
ALYREF	1	5	3	10	188	50
AMACR	2	0	0	0	0	0
AMBN	0	0	0	0	1	0
AMBP	0	2	2	0	3	0
AMBRA1	156	19	88	56	13	74
AMD1	0	8	0	16	5	4
AMDHD1	0	3	9	0	0	1
AMDHD2	2	5	18	6	7	9
AMELX	0	0	0	0	0	0
AMELY	0	0	0	0	0	0
AMER1	0	0	9	0	0	0
AMER2	7	3	6	0	9	3
AMER3	2	3	11	9	3	14
AMFR	0	11	39	104	214	136
AMH	3	23	19	15	12	2
AMHR2	6	2	7	2	2	3
AMICA1	4	0	0	3	0	0
AMIGO1	6	0	6	3	0	0
AMIGO2	0	2	11	0	3	0
AMIGO3	0	6	15	146	139	0
AMMECR1	0	41	3	0	0	1
AMMECR1L	3	3	1	9	3	10
AMN	5	9	2	8	2	1
AMN1	12	0	0	2	23	7
AMOT	3	0	4	0	4	3
AMOTL1	0	0	9	12	4	0
AMOTL2	1	2	6	3	1	2
AMPD1	0	0	0	1	3	3
AMPD2	15	9	12	3	92	79
AMPD3	20	64	105	75	467	478
AMPH	4	0	0	0	3	1
AMT	8	0	10	13	3	196
AMTN	0	0	0	0	1	1
AMY1A	3	1	16	5	3	7
AMY1B	3	1	15	5	3	9
AMY1C	3	1	15	5	3	9
AMY2A	6	0	1	2	0	0
AMY2B	0	0	0	1	0	0
AMZ1	4	47	22	5	0	1
AMZ2	17	4	1	1	30	7
AMZ2P1	9	2	3	2	9	21
ANAPC1	2	3	19	8	2	6
ANAPC10	0	0	1	1	1	0
ANAPC11	0	0	6	42	78	50
ANAPC13	8	1	9	3	11	0
ANAPC15	1	0	0	4	0	1
ANAPC16	17	4	21	10	52	110
ANAPC1P1	2	1	2	0	0	3
ANAPC2	15	13	6	14	33	1
ANAPC4	2	2	1	0	3	0
ANAPC5	67	4	15	533	17	239
ANAPC7	1	2	17	3	3	6
ANG	0	0	0	6	0	0
ANGEL1	10	6	8	5	6	0
ANGEL2	1	3	3	15	1	8
ANGPT1	0	0	6	1	0	0
ANGPT2	4	3	6	0	2	11
ANGPT4	0	4	3	2	0	0
ANGPTL1	15	0	0	0	0	0
ANGPTL2	4	0	3	1	0	5
ANGPTL3	9	0	0	1	0	0
ANGPTL4	5	4	10	13	1	2
ANGPTL5	0	0	5	3	0	0
ANGPTL6	5	2	10	1	3	0
ANGPTL7	3	1	2	1	0	0
ANHX	5	2	0	3	0	5
ANK1	11	14	11	4	5	5
ANK2	6	3	4	0	2	0
ANK3	2	1	16	8	16	1
ANKAR	0	0	3	0	0	6
ANKDD1A	3	0	203	5	28	6
ANKDD1B	0	0	0	0	0	0
ANKEF1	2	0	2	0	0	1
ANKFN1	0	0	1	3	0	0
ANKFY1	10	9	12	1	36	14
ANKH	6	6	195	6	48	7
ANKHD1	2	5	101	14	10	16
ANKHD1-EIF4EBP3	10	12	121	66	43	50
ANKIB1	38	32	24	0	47	9
ANKK1	17	3	1	3	3	0
ANKLE1	16	4	20	7	6	6
ANKLE2	14	437	509	19	491	1180
ANKMY1	6	2	5	4	0	3
ANKMY2	0	4	11	0	0	2
ANKRA2	83	0	2	1	0	9
ANKRD1	0	2	0	0	0	3
ANKRD10	296	768	580	573	689	679
ANKRD11	28	110	99	532	318	207
ANKRD12	47	59	120	247	590	73
ANKRD13A	7	7	7	53	4	25
ANKRD13B	16	7	12	1	3	8
ANKRD13C	17	6	9	3	0	153
ANKRD13D	1	7	1	4	12	12
ANKRD16	10	2	6	2	10	1
ANKRD17	2	15	5	20	48	14
ANKRD18A	1	1	7	2	3	2
ANKRD18B	1	0	0	0	1	0
ANKRD18DP	0	0	0	4	0	0
ANKRD19P	7	0	2	6	1	7
ANKRD2	3	0	4	1	2	4
ANKRD20A1	0	0	1	0	12	3
ANKRD20A11P	0	0	5	0	0	0
ANKRD20A12P	0	0	6	17	0	0
ANKRD20A19P	405	0	762	6	3	0
ANKRD20A2	0	0	1	3	15	4
ANKRD20A3	0	0	1	3	15	4
ANKRD20A4	0	0	1	5	12	4
ANKRD20A5P	0	1	3	2	0	0
ANKRD20A8P	0	2	3	0	4	0
ANKRD20A9P	3	3	36	18	12	15
ANKRD22	0	8	3	0	109	132
ANKRD23	0	0	0	31	1	15
ANKRD24	24	14	35	7	20	6
ANKRD26	0	0	5	0	127	3
ANKRD26P1	1	0	6	0	0	6
ANKRD26P3	0	0	3	1	2	3
ANKRD27	20	11	35	8	143	418
ANKRD28	2	0	6	1	0	6
ANKRD29	0	0	0	0	0	3
ANKRD30A	3	0	3	1	1	0
ANKRD30B	2	0	0	2	1	6
ANKRD30BL	0	1	2	1	0	3
ANKRD30BP2	0	6	6	0	0	5
ANKRD30BP3	0	0	0	0	0	0
ANKRD31	6	0	1	0	0	1
ANKRD32	9	0	1	1	0	1
ANKRD33	2	0	9	0	5	7
ANKRD33B	9	11	36	6	32	672
ANKRD34A	7	0	3	15	0	2
ANKRD34B	3	0	9	5	3	3
ANKRD34C	0	0	0	0	0	0
ANKRD35	2	4	0	1	0	7
ANKRD36	7	6	6	247	21	9
ANKRD36B	3	27	3	21	0	0
ANKRD36BP1	14	6	0	0	0	0
ANKRD36BP2	0	0	0	1	0	0
ANKRD37	3	5	3	27	40	3
ANKRD39	0	107	0	255	6	0
ANKRD40	7	0	12	5	3	12
ANKRD42	0	0	0	0	0	1
ANKRD44	0	1	2	3	1	6
ANKRD44-IT1	0	4	1	0	0	0
ANKRD45	0	0	3	0	0	0
ANKRD46	0	0	1	0	0	2
ANKRD49	3	0	26	0	16	3
ANKRD50	6	0	12	67	0	0
ANKRD52	38	54	51	59	183	14
ANKRD53	1	0	6	0	1	10
ANKRD54	6	2	4	6	141	75
ANKRD55	1	2	12	0	2	0
ANKRD6	24	209	46	4	0	2
ANKRD61	3	9	3	7	0	9
ANKRD62	0	3	0	0	0	1
ANKRD62P1-PARP4P3	2	0	0	0	1	0
ANKRD63	9	3	3	0	4	3
ANKRD65	3	0	4	2	4	3
ANKRD66	0	0	3	0	0	0
ANKRD7	0	0	0	0	2	0
ANKRD9	7	10	89	2	2	2
ANKS1A	9	2	8	6	29	2
ANKS1B	2	9	0	0	0	2
ANKS3	2	0	8	6	6	2
ANKS4B	6	3	0	4	1	2
ANKS6	5	0	2	11	3	1
ANKUB1	2	1	0	0	3	3
ANKZF1	2	5	6	16	0	3
ANLN	0	0	5	0	13	0
ANO1	3	1	3	1	2	0
ANO1-AS2	0	0	8	0	3	0
ANO10	3	65	179	6	14	5
ANO2	1	2	5	3	4	5
ANO3	0	0	10	1	4	2
ANO4	2	0	2	3	0	2
ANO5	0	0	3	0	0	59
ANO6	0	62	15	524	109	144
ANO7	20	7	11	3	5	5
ANO8	17	10	7	8	9	3
ANO9	16	6	7	2	2	1
ANP32A	199	263	166	114	40	144
ANP32A-IT1	9	3	3	0	0	3
ANP32AP1	0	0	0	6	0	0
ANP32B	2175	1705	3750	1463	1477	2330
ANP32C	5	17	54	0	0	0
ANP32D	0	0	0	0	0	0
ANP32E	30	2	20	15	185	22
ANPEP	230	164	472	708	4033	1380
ANTXR1	0	3	2	1	0	2
ANTXR2	6	0	1	9	110	2
ANTXRL	16	3	1	3	3	4
ANTXRLP1	0	1	0	3	0	0
ANXA1	16	8	1	22	6	58
ANXA10	0	0	0	0	0	0
ANXA11	1	5	58	206	250	719
ANXA13	0	0	0	0	0	2
ANXA2	206	32	1114	1646	4299	3265
ANXA2P1	4	3	3	0	0	0
ANXA2P2	0	2	0	102	863	14
ANXA2P3	0	0	0	0	0	0
ANXA2R	0	0	0	0	0	0
ANXA3	0	0	1	0	0	0
ANXA4	2	6	4	0	7	7
ANXA5	648	1115	207	3163	8955	1532
ANXA6	3	3	18	229	515	26
ANXA7	17	0	13	31	92	8
ANXA8	240	0	0	1	1	1
ANXA8L1	79	2	9	0	1	4
ANXA8L2	78	2	8	1	1	3
ANXA9	2	2	7	1	18	2
AOAH	15	46	1	0	141	21
AOAH-IT1	0	0	0	0	1	0
AOC1	6	6	0	3	0	0
AOC2	3	2	0	27	0	6
AOC3	4	0	6	0	0	3
AOC4P	0	0	5	9	0	0
AOX1	2	2	1	1	0	0
AOX2P	2	1	2	0	0	4
AP000289.6	0	1	0	0	0	0
AP000330.8	0	1	3	1	0	0
AP000344.3	0	2	0	2	1	189
AP000345.1	0	0	0	0	0	1
AP000469.2	0	0	0	0	0	0
AP000472.2	0	0	0	0	1	0
AP000475.2	0	0	3	0	0	0
AP000479.1	0	0	3	0	0	0
AP000688.14	0	0	0	9	0	0
AP000688.8	3	3	0	0	0	0
AP001258.4	0	0	3	0	0	0
AP001422.3	0	0	0	0	0	0
AP001465.5	0	0	0	0	0	0
AP003025.2	0	1	0	0	3	0
AP1AR	0	6	6	3	0	0
AP1B1	4	1	24	132	469	77
AP1B1P1	2	0	4	2	0	0
AP1G1	26	22	63	43	127	3
AP1G2	5	0	83	10	20	21
AP1M1	1	47	6	14	655	46
AP1M2	8	8	9	16	2	2
AP1S1	1	0	5	0	0	3
AP1S2	6	28	10	83	85	128
AP1S3	3	0	3	1	0	3
AP2A1	5	4	3	4	29	14
AP2A2	9	87	230	112	362	309
AP2B1	49	18	92	92	62	28
AP2M1	4	144	48	65	869	498
AP2S1	63	451	211	814	908	1274
AP3B1	25	2	3	153	40	60
AP3B2	6	3	9	5	14	2
AP3D1	54	40	77	85	496	39
AP3M1	0	11	13	1	9	3
AP3M2	3	21	6	26	5	31
AP3S1	0	0	0	17	42	0
AP3S2	9	9	6	384	0	3
AP4B1	3	6	11	15	4	5
AP4B1-AS1	3	0	3	0	0	0
AP4E1	16	4	7	27	150	1
AP4M1	2	4	2	5	14	6
AP4S1	1	11	305	57	122	84
AP5B1	18	14	361	70	129	175
AP5M1	2	0	3	0	6	0
AP5S1	6	3	14	7	0	12
AP5Z1	14	125	124	146	428	385
APAF1	3	29	19	417	0	6
APBA1	0	6	0	3	3	2
APBA2	1	0	0	5	0	3
APBA3	39	14	27	24	21	1
APBB1	12	1	1	2	1	6
APBB1IP	29	1	36	7	49	9
APBB2	22	5	15	1	11	29
APBB3	3	3	51	0	30	74
APC	9	12	8	53	18	3
APC2	28	24	48	20	18	15
APCDD1	0	0	4	0	0	3
APCDD1L	1	169	3	3	0	0
APCDD1L-AS1	4	0	0	0	0	0
APCS	0	0	0	0	0	0
APEH	4	5	1	0	3	17
APELA	0	0	3	3	1	0
APEX1	0	0	3	1	0	9
APEX2	0	0	17	0	484	9
APH1A	0	7	13	144	66	0
APH1B	1	0	2	0	9	4
API5	2	6	0	26	3	0
APIP	3	0	1	0	404	0
APITD1	0	0	3	2	2	4
APITD1-CORT	0	0	4	1	3	2
APLF	0	0	0	0	4	2
APLN	4	6	0	0	0	1
APLNR	0	0	1	2	0	0
APLP1	17	0	3	3	0	3
APLP2	71	101	50	131	545	451
APMAP	2	0	3	17	33	0
APOA1	6	0	3	0	0	0
APOA1BP	0	0	4	1	7	7
APOA2	0	0	0	0	0	0
APOA4	0	0	3	0	0	0
APOA5	3	0	0	0	0	2
APOB	15	7	5	0	1	2
APOBEC1	4	0	4	1	0	0
APOBEC2	0	3	0	2	0	2
APOBEC3A	7	0	16	2	0	192
APOBEC3A_B	1	0	0	2	0	1
APOBEC3B	0	5	1	0	5	0
APOBEC3B-AS1	0	0	1	1	0	1
APOBEC3C	6	0	4	8	136	0
APOBEC3D	1	3	9	5	3	32
APOBEC3F	70	3	11	14	9	71
APOBEC3G	0	0	5	13	44	3
APOBEC3H	0	0	1	0	0	1
APOBEC4	0	2	0	0	0	0
APOBR	16	88	20	97	10	22
APOC1	1	0	0	2	0	0
APOC1P1	0	0	5	2	5	3
APOC2	0	1	0	0	2	1
APOC3	0	1	0	0	0	1
APOC4	2	0	2	2	0	0
APOC4-APOC2	7	1	5	2	4	3
APOD	0	0	4	3	0	1
APOE	6	0	2	6	7	2
APOF	0	0	0	6	0	0
APOH	5	0	1	0	0	2
APOL1	0	3	8	3	0	158
APOL2	45	0	19	0	73	65
APOL3	0	6	23	10	269	14
APOL4	3	0	1	0	2	0
APOL5	0	6	0	0	0	1
APOL6	3	3	77	9	45	131
APOLD1	6	2	12	57	6	6
APOM	1	1	0	0	41	1
APOO	0	1	3	2	5	2
APOOL	9	0	3	0	0	3
APOOP5	0	0	0	0	0	0
APOPT1	149	6	6	0	7	15
APP	13	3	3	0	191	174
APPBP2	2	6	18	15	29	3
APPL1	0	1	10	12	3	15
APPL2	2	1	2	21	6	0
APRT	0	2	5	2	10	13
APTX	13	1	3	2	5	9
AQP1	1	0	0	0	1	0
AQP10	0	0	6	5	7	3
AQP11	8	7	3	92	0	3
AQP12A	12	3	14	2	7	1
AQP12B	9	3	7	2	4	1
AQP2	12	4	16	3	0	3
AQP3	10	6	16	5	1	8
AQP4	0	0	1	12	0	0
AQP4-AS1	3	0	8	0	0	0
AQP5	0	0	3	3	2	0
AQP6	5	15	0	3	2	3
AQP7	3	4	8	0	0	5
AQP7P1	18	3	20	17	6	12
AQP7P3	0	0	3	1	0	0
AQP8	0	3	5	0	0	6
AQP9	634	295	404	663	1987	356
AQPEP	3	0	4	0	0	3
AQR	0	4	8	24	319	3
AR	6	0	4	1	0	3
ARAF	2	11	87	256	10	343
ARAP1	148	237	531	284	2174	476
ARAP2	1	3	3	63	0	1
ARAP3	22	12	26	11	244	10
ARC	6	3	8	9	9	3
ARCN1	0	25	13	29	125	75
AREG	0	9	0	0	0	19
AREL1	3	30	9	9	95	10
ARF1	43	238	208	448	2982	1255
ARF3	3	69	49	133	297	467
ARF4	28	33	11	58	1612	110
ARF5	4	41	501	17	629	363
ARF6	30	0	71	12	95	128
ARFGAP1	15	1	42	40	61	723
ARFGAP2	10	6	15	18	88	43
ARFGAP3	0	11	3	22	105	489
ARFGEF1	7	21	0	50	108	17
ARFGEF2	12	15	46	6	70	13
ARFIP1	2	6	1	6	50	1
ARFIP2	0	11	3	24	2	3
ARFRP1	181	41	182	979	1062	156
ARG1	0	0	2	0	1	2
ARG2	0	0	3	0	171	1
ARGFX	5	0	13	6	10	6
ARGFXP2	0	0	0	9	0	6
ARGLU1	15	79	0	6	393	0
ARHGAP1	3	12	22	18	215	109
ARHGAP10	43	1	202	15	91	97
ARHGAP11A	3	0	4	2	3	5
ARHGAP11B	0	0	0	4	4	0
ARHGAP12	6	1	3	122	0	0
ARHGAP15	6	0	0	0	6	0
ARHGAP17	3	3	11	13	117	89
ARHGAP18	0	3	4	21	0	3
ARHGAP19	6	0	11	2	2	63
ARHGAP19-SLIT1	1	0	5	2	3	44
ARHGAP20	0	0	4	0	0	2
ARHGAP21	9	6	355	136	131	56
ARHGAP22	23	1	6	11	7	143
ARHGAP23	11	9	27	16	7	6
ARHGAP24	0	0	0	12	17	0
ARHGAP25	1	171	0	13	68	435
ARHGAP26	539	4	49	85	357	122
ARHGAP26-AS1	0	0	0	2	0	0
ARHGAP27	4	3	14	15	307	3
ARHGAP28	2	1	0	0	0	0
ARHGAP29	0	0	9	3	2	5
ARHGAP30	288	711	3504	987	94	765
ARHGAP31	0	2	873	28	14	48
ARHGAP32	0	0	2	3	0	6
ARHGAP33	0	5	8	4	5	0
ARHGAP35	54	9	23	35	37	198
ARHGAP36	0	0	2	0	0	0
ARHGAP39	14	15	15	2	5	13
ARHGAP4	0	0	14	3	57	56
ARHGAP40	7	2	3	1	8	0
ARHGAP42	0	0	0	0	0	0
ARHGAP44	11	2	6	5	6	12
ARHGAP5	6	15	6	7	92	28
ARHGAP5-AS1	0	0	0	0	0	0
ARHGAP6	3	0	2	2	0	0
ARHGAP8	1	3	5	0	8	1
ARHGAP9	299	1	359	37	191	121
ARHGDIA	317	287	412	672	2882	1453
ARHGDIB	14	0	139	37	69	8
ARHGDIG	4	4	1	2	3	2
ARHGEF1	19	116	326	28	1541	317
ARHGEF10	2	1	8	0	3	1
ARHGEF10L	7	44	13	6	292	279
ARHGEF11	15	4	9	23	125	945
ARHGEF12	17	6	16	1	1	3
ARHGEF15	6	9	12	10	17	173
ARHGEF16	36	3	8	4	3	2
ARHGEF17	17	0	24	3	7	3
ARHGEF18	25	9	29	15	64	13
ARHGEF19	1	1	4	48	4	2
ARHGEF2	44	86	38	64	685	224
ARHGEF25	6	1	3	0	2	0
ARHGEF26	0	0	1	3	0	7
ARHGEF26-AS1	0	0	1	0	0	0
ARHGEF28	3	0	5	0	3	5
ARHGEF3	51	1	4	8	3	0
ARHGEF3-AS1	0	0	0	0	0	0
ARHGEF33	1	1	12	1	3	4
ARHGEF34P	28	3	11	20	635	0
ARHGEF35	2	0	0	7	0	0
ARHGEF37	7	6	3	1	0	0
ARHGEF38	0	1	4	0	0	0
ARHGEF38-IT1	0	1	0	0	0	0
ARHGEF39	6	24	43	399	34	23
ARHGEF4	3	4	9	4	2	3
ARHGEF40	14	9	27	23	3	17
ARHGEF5	11	3	11	24	694	2
ARHGEF6	3	0	6	8	0	12
ARHGEF7	1	0	1393	41	3	2
ARHGEF9	0	20	0	2	5	9
ARHGEF9-IT1	0	0	0	1	0	0
ARID1A	15	0	13	77	290	17
ARID1B	25	23	34	9	34	19
ARID2	10	3	42	188	45	17
ARID3A	13	1	12	16	186	43
ARID3B	5	5	32	51	64	3
ARID3C	2	8	5	3	1	0
ARID4A	4	6	6	37	597	76
ARID4B	34	35	18	431	202	74
ARID5A	0	34	8	9	12	9
ARID5B	25	9	6	5	888	17
ARIH1	97	26	39	11	74	4
ARIH2	7	12	32	6	331	100
ARIH2OS	0	2	27	18	66	0
ARL1	3	20	3	12	262	12
ARL10	1	3	0	3	0	2
ARL11	4	6	7	16	3	9
ARL13A	0	0	0	0	2	0
ARL13B	3	0	2	0	263	0
ARL14	0	0	0	0	0	0
ARL14EP	2	2	0	0	71	6
ARL14EPL	0	0	0	0	0	0
ARL15	0	0	47	6	0	0
ARL16	1	0	1	3	217	6
ARL17A	5	3	9	3	5	13
ARL17B	1	0	3	0	0	0
ARL2	6	0	51	0	10	11
ARL2-SNX15	0	2	1	3	4	1
ARL2BP	3	0	9	136	41	2
ARL3	27	0	1	6	146	0
ARL4A	1	0	222	108	32	0
ARL4C	8	28	17	141	61	1057
ARL4D	0	0	0	0	3	0
ARL5A	1	2	0	0	65	0
ARL5B	0	9	0	229	1167	4
ARL5C	235	8	1	0	3	3
ARL6	0	0	0	0	0	0
ARL6IP1	56	122	122	114	602	459
ARL6IP4	48	14	72	66	586	351
ARL6IP5	19	3	94	186	109	41
ARL6IP6	2	14	1	5	77	35
ARL8A	46	10	38	60	44	122
ARL8B	37	34	50	184	1310	60
ARL9	1	0	0	0	0	3
ARMC1	6	6	7	7	1	20
ARMC10	0	0	0	4	0	0
ARMC12	0	2	7	3	4	3
ARMC2	3	1	3	0	0	76
ARMC2-AS1	2	0	6	0	0	0
ARMC3	0	3	2	0	1	4
ARMC4	2	0	2	2	0	0
ARMC5	51	18	6	19	140	43
ARMC6	4	0	34	12	7	157
ARMC7	16	9	13	3	19	12
ARMC8	2	0	23	1	2	8
ARMC9	6	1	0	8	50	1
ARMCX1	0	0	0	1	0	0
ARMCX2	0	0	0	0	1	9
ARMCX3	2	9	0	20	3	6
ARMCX4	3	0	13	0	1	0
ARMCX5	1	1	0	0	0	0
ARMCX5-GPRASP2	1	0	3	0	0	0
ARMCX6	1	6	180	36	22	3
ARMS2	3	1	0	0	0	0
ARNT	2	3	24	49	2	1
ARNT2	13	6	347	41	195	495
ARNTL	1	6	8	1	74	0
ARNTL2	6	1	24	18	21	30
ARNTL2-AS1	0	0	0	4	0	0
ARPC1A	2	0	11	52	270	3
ARPC1B	13	60	23	250	853	402
ARPC2	617	186	250	2080	5136	636
ARPC3	11	21	10	80	2883	579
ARPC4	183	190	498	643	2419	1109
ARPC4-TTLL3	3	14	54	7	286	5
ARPC5	92	27	86	64	659	468
ARPC5L	0	24	13	0	16	179
ARPP19	12	23	3	23	27	41
ARPP21	0	0	0	0	0	0
ARR3	0	0	1	0	0	1
ARRB1	11	3	13	9	22	58
ARRB2	68	74	292	238	430	51
ARRDC1	26	11	122	18	99	20
ARRDC2	47	5	61	121	196	280
ARRDC3	37	6	23	33	123	49
ARRDC3-AS1	0	49	0	0	47	0
ARRDC4	0	20	690	29	77	34
ARRDC5	0	2	16	9	2	3
ARSA	8	33	24	186	134	297
ARSB	6	3	70	4	1	183
ARSD	0	0	5	3	57	21
ARSE	0	3	9	3	0	4
ARSF	1	1	4	3	1	0
ARSG	3	0	1	3	2	7
ARSH	0	0	5	0	0	0
ARSI	3	3	12	9	0	0
ARSJ	3	0	0	0	0	6
ARSK	1	0	5	8	30	0
ART1	0	0	0	0	2	0
ART3	6	0	0	0	0	0
ART4	0	0	0	0	0	0
ART5	0	0	2	0	0	22
ARTN	0	0	6	3	0	3
ARV1	0	0	1	0	1	0
ARVCF	10	9	8	17	1	3
ARX	0	1	3	5	0	0
AS3MT	4	11	11	0	3	9
ASAH1	5	5	35	17	296	64
ASAH2	0	0	2	8	0	1
ASAH2B	0	0	0	8	0	0
ASAP1	310	39	29	331	427	267
ASAP1-IT1	0	0	2	0	18	29
ASAP1-IT2	6	0	0	7	0	0
ASAP2	1	2	8	10	1	1
ASAP3	7	6	7	6	2	7
ASB1	11	18	39	11	252	47
ASB10	5	0	11	3	0	4
ASB11	0	6	4	0	0	2
ASB12	0	6	0	0	0	0
ASB13	4	2	2	0	1	5
ASB14	5	0	0	0	0	0
ASB15	0	0	0	0	3	0
ASB16	10	2	7	10	1	4
ASB16-AS1	0	2	12	2	0	5
ASB17	0	0	0	0	0	0
ASB18	3	3	2	0	3	0
ASB2	4	3	5	1	0	4
ASB3	1	6	0	1	0	1
ASB4	0	0	0	0	0	1
ASB5	0	0	0	0	0	0
ASB6	6	207	6	9	14	17
ASB7	2	0	33	7	8	6
ASB8	53	1	2	0	38	2
ASB9	8	0	3	0	0	0
ASB9P1	3	2	9	1	4	3
ASCC1	0	8	1	6	19	55
ASCC2	0	9	16	5	60	37
ASCC3	70	0	0	18	2	34
ASCL1	3	3	3	3	0	0
ASCL2	1	6	3	12	45	6
ASCL3	1	0	6	3	0	0
ASCL4	3	0	3	0	0	0
ASCL5	5	0	0	0	5	3
ASF1A	0	0	3	0	0	0
ASF1B	2	1	0	7	6	0
ASGR1	3	2	7	0	0	2
ASGR2	20	1	0	0	1	3
ASH1L	100	30	124	132	80	57
ASH1L-AS1	65	3	106	6	6	6
ASH2L	4	16	13	11	0	11
ASIC1	0	2	1	6	3	3
ASIC2	5	0	2	1	0	0
ASIC3	5	3	7	3	2	5
ASIC4	0	234	0	4	2	2
ASIC5	0	0	2	0	0	0
ASIP	0	0	4	0	0	3
ASL	1	5	94	21	7	10
ASMT	5	2	3	3	5	6
ASMTL	2	5	6	6	2	7
ASMTL-AS1	18	0	14	3	35	13
ASNA1	3	0	6	1	16	2
ASNS	0	0	0	1	0	0
ASNSD1	2	0	0	0	75	0
ASPA	0	0	6	2	0	4
ASPDH	1	1	2	1	4	0
ASPG	1	2	12	3	1	1
ASPH	1	1	2	10	4	35
ASPHD1	7	12	0	3	3	3
ASPHD2	7	3	4	0	0	0
ASPM	0	0	3	0	0	12
ASPN	1	0	3	0	0	0
ASPRV1	0	0	1	0	0	6
ASPSCR1	3	3	4	1	5	3
ASRGL1	59	1	3	8	0	0
ASS1	3	4	0	1	26	5
ASTE1	0	0	2	2	4	4
ASTL	3	5	5	0	0	0
ASTN1	1	0	0	38	3	0
ASTN2	1	3	0	0	0	0
ASUN	8	0	0	15	0	0
ASXL1	6	3	3	6	13	107
ASXL2	12	11	9	3	53	16
ASXL3	2	0	0	9	0	0
ASZ1	0	0	0	0	1	2
ATAD1	0	0	7	0	63	2
ATAD2	2	6	3	2	6	6
ATAD2B	117	208	37	23	14	528
ATAD3A	4	1	3	268	352	8
ATAD3B	10	10	21	4	12	14
ATAD3C	8	5	19	11	490	4
ATAD5	79	10	168	10	9	12
ATAT1	1	4	3	3	4	4
ATCAY	21	15	27	21	1	8
ATE1	0	1	1	3	0	4
ATF1	21	1	2	4	0	3
ATF2	0	2	0	57	9	1
ATF3	5	7	0	0	26	13
ATF4	1	2	0	25	223	17
ATF5	20	23	37	42	91	253
ATF6	56	32	160	11	339	11
ATF6B	11	11	191	16	354	13
ATF7	6	28	8	121	57	34
ATF7IP	18	271	524	410	435	419
ATF7IP2	0	2	3	7	0	0
ATG10	0	466	13	0	227	1
ATG101	0	9	6	0	232	43
ATG12	40	3	13	50	137	26
ATG13	35	8	17	7	345	3
ATG14	4	4	10	93	1	180
ATG16L1	0	0	11	0	0	0
ATG16L2	170	105	171	256	291	35
ATG2A	18	15	39	72	159	24
ATG2B	9	4	14	9	190	0
ATG3	38	8	30	23	320	9
ATG4A	1	0	6	2	3	1
ATG4B	79	133	73	167	152	713
ATG4C	0	0	3	0	0	0
ATG4D	208	14	12	11	32	70
ATG5	4	0	0	15	20	0
ATG7	43	76	195	79	351	154
ATG9A	1	48	20	88	904	545
ATG9B	8	2	9	9	1	2
ATHL1	8	6	1	0	37	5
ATIC	2	0	0	0	0	5
ATL1	9	0	0	0	0	0
ATL2	2	0	11	3	11	2
ATL3	10	13	36	48	72	531
ATM	5	0	37	172	16	14
ATMIN	3	12	6	14	102	24
ATN1	2	6	49	42	72	57
ATOH1	0	0	0	0	0	0
ATOH7	0	0	6	0	0	6
